,Customer_ID,Units bought,Money Spent,Year,Month,Day,Date bought
20188,6417,2,26.13,1997,1,25,1/25/1997
20189,6418,2,28.34,1997,1,25,1/25/1997
20190,6419,1,13.97,1997,1,25,1/25/1997
20191,6419,1,11.49,1997,10,15,10/15/1997
20192,6419,1,12.58,1998,2,2,2/2/1998
20193,6420,1,12.49,1997,1,25,1/25/1997
20194,6420,3,64.97,1998,6,21,6/21/1998
20195,6421,6,94.7,1997,1,25,1/25/1997
20196,6421,1,13.97,1997,2,16,2/16/1997
20197,6422,1,9.97,1997,1,25,1/25/1997
20198,6423,2,26.46,1997,1,25,1/25/1997
20199,6423,1,29.99,1997,2,14,2/14/1997
20200,6423,2,28.93,1997,2,28,2/28/1997
20201,6423,1,14.96,1997,3,13,3/13/1997
20202,6423,2,27.94,1997,4,6,4/6/1997
20203,6423,2,34.22,1997,7,17,7/17/1997
20204,6423,1,14.96,1997,8,16,8/16/1997
20205,6423,1,14.96,1997,8,21,8/21/1997
20206,6423,1,14.96,1997,8,23,8/23/1997
20207,6423,2,20.76,1997,9,7,9/7/1997
20208,6423,2,25.98,1997,9,22,9/22/1997
20209,6423,1,14.49,1997,12,19,12/19/1997
20210,6423,2,30.98,1998,1,31,1/31/1998
20211,6423,2,25.57,1998,3,8,3/8/1998
20212,6423,2,25.98,1998,3,24,3/24/1998
20213,6423,2,24.98,1998,4,19,4/19/1998
20214,6423,1,13.99,1998,4,24,4/24/1998
20215,6423,1,12.99,1998,5,10,5/10/1998
20216,6423,2,42.98,1998,5,19,5/19/1998
20217,6423,1,12.99,1998,6,2,6/2/1998
20218,6423,1,12.99,1998,6,13,6/13/1998
20219,6423,2,25.98,1998,6,20,6/20/1998
20220,6424,1,14.96,1997,1,25,1/25/1997
20221,6424,1,9.49,1998,3,9,3/9/1998
20222,6425,3,29.97,1997,1,25,1/25/1997
20223,6425,1,14.37,1997,6,22,6/22/1997
20224,6425,2,24.98,1998,6,10,6/10/1998
20225,6426,1,14.37,1997,1,25,1/25/1997
20226,6426,2,28.93,1997,6,2,6/2/1997
20227,6426,1,6.79,1997,6,12,6/12/1997
20228,6427,6,71.62,1997,1,25,1/25/1997
20229,6428,4,55.87,1997,2,6,2/6/1997
20230,6429,1,11.77,1997,1,25,1/25/1997
20231,6430,1,29.77,1997,1,25,1/25/1997
20232,6430,1,20.97,1997,2,24,2/24/1997
20233,6431,1,13.97,1997,1,25,1/25/1997
20234,6432,3,57.68,1997,1,25,1/25/1997
20235,6432,1,29.9,1997,1,31,1/31/1997
20236,6432,2,30.15,1997,2,6,2/6/1997
20237,6432,2,33.96,1997,2,18,2/18/1997
20238,6432,1,21.99,1997,2,19,2/19/1997
20239,6432,1,22.99,1997,4,8,4/8/1997
20240,6432,1,14.79,1997,4,21,4/21/1997
20241,6432,2,35.79,1997,6,14,6/14/1997
20242,6432,2,48.94,1997,8,3,8/3/1997
20243,6432,1,34.49,1997,9,20,9/20/1997
20244,6432,2,66.98,1997,9,21,9/21/1997
20245,6432,2,25.98,1997,10,12,10/12/1997
20246,6432,1,12.99,1997,10,27,10/27/1997
20247,6432,1,13.99,1998,1,26,1/26/1998
20248,6432,1,23.99,1998,4,30,4/30/1998
20249,6432,1,17.99,1998,4,30,4/30/1998
20250,6433,1,6.79,1997,1,25,1/25/1997
20251,6434,1,35.99,1997,1,25,1/25/1997
20252,6434,1,15.36,1997,3,2,3/2/1997
20253,6434,1,14.96,1997,8,17,8/17/1997
20254,6434,1,13.77,1997,8,23,8/23/1997
20255,6435,2,32.74,1997,1,25,1/25/1997
20256,6436,2,30.32,1997,1,25,1/25/1997
20257,6437,1,14.96,1997,1,25,1/25/1997
20258,6438,2,28.93,1997,1,25,1/25/1997
20259,6438,1,24.77,1997,2,17,2/17/1997
20260,6438,2,29.98,1997,10,28,10/28/1997
20261,6439,3,50.3,1997,1,26,1/26/1997
20262,6440,1,15.76,1997,1,25,1/25/1997
20263,6441,2,23.54,1997,2,3,2/3/1997
20264,6442,2,27.13,1997,1,25,1/25/1997
20265,6442,2,30.32,1997,1,29,1/29/1997
20266,6442,1,13.97,1997,3,12,3/12/1997
20267,6442,1,13.99,1997,9,22,9/22/1997
20268,6443,1,10.77,1997,1,25,1/25/1997
20269,6444,5,77.24,1997,1,25,1/25/1997
20270,6445,3,41.13,1997,1,25,1/25/1997
20271,6445,4,48.48,1997,8,9,8/9/1997
20272,6445,8,94.15,1997,8,16,8/16/1997
20273,6445,4,45.28,1997,8,30,8/30/1997
20274,6446,1,14.99,1997,1,25,1/25/1997
20275,6447,1,10.77,1997,1,25,1/25/1997
20276,6447,2,30.67,1997,1,31,1/31/1997
20277,6448,5,52.15,1997,1,26,1/26/1997
20278,6449,2,28.74,1997,1,25,1/25/1997
20279,6449,1,14.37,1997,9,1,9/1/1997
20280,6450,2,47.14,1997,1,25,1/25/1997
20281,6451,1,13.97,1997,1,25,1/25/1997
20282,6451,1,15.36,1997,8,24,8/24/1997
20283,6452,2,30.32,1997,1,25,1/25/1997
20284,6452,1,14.96,1997,1,25,1/25/1997
20285,6452,4,56.06,1997,7,22,7/22/1997
20286,6452,3,43.3,1997,7,29,7/29/1997
20287,6452,2,23.76,1998,6,14,6/14/1998
20288,6453,6,225.01,1997,2,25,2/25/1997
20289,6454,1,6.79,1997,1,27,1/27/1997
20290,6455,2,43.76,1997,1,26,1/26/1997
20291,6455,3,38.71,1997,2,14,2/14/1997
20292,6456,2,18.28,1997,1,26,1/26/1997
20293,6457,1,15.36,1997,1,25,1/25/1997
20294,6458,1,208.77,1997,1,25,1/25/1997
20295,6459,1,12.77,1997,1,25,1/25/1997
20296,6460,1,58.9,1997,1,25,1/25/1997
20297,6461,1,14.96,1997,1,25,1/25/1997
20298,6462,2,23.54,1997,1,25,1/25/1997
20299,6462,2,23.94,1997,3,23,3/23/1997
20300,6462,2,27.13,1997,4,1,4/1/1997
20301,6462,2,31.72,1997,6,13,6/13/1997
20302,6462,3,86.31,1997,6,27,6/27/1997
20303,6462,4,95.46,1997,10,22,10/22/1997
20304,6462,1,15.49,1997,11,4,11/4/1997
20305,6462,1,15.49,1997,12,8,12/8/1997
20306,6463,1,14.79,1997,3,9,3/9/1997
20307,6463,3,57.34,1997,4,4,4/4/1997
20308,6463,1,27.99,1997,12,19,12/19/1997
20309,6464,2,28.93,1997,1,25,1/25/1997
20310,6464,2,17.74,1997,6,17,6/17/1997
20311,6465,1,13.97,1997,1,25,1/25/1997
20312,6465,1,62.99,1997,9,23,9/23/1997
20313,6466,2,43.35,1997,1,25,1/25/1997
20314,6467,2,39.75,1997,1,25,1/25/1997
20315,6468,1,36.77,1997,2,8,2/8/1997
20316,6468,1,20.99,1997,2,18,2/18/1997
20317,6468,1,16.49,1997,10,28,10/28/1997
20318,6468,1,16.49,1997,11,6,11/6/1997
20319,6468,5,104.95,1997,12,6,12/6/1997
20320,6468,1,28.99,1997,12,13,12/13/1997
20321,6469,1,15.36,1997,1,25,1/25/1997
20322,6469,1,12.99,1997,12,19,12/19/1997
20323,6470,6,85.02,1997,1,28,1/28/1997
20324,6470,2,27.4,1997,3,12,3/12/1997
20325,6471,2,30.92,1997,1,25,1/25/1997
20326,6471,1,16.36,1997,8,23,8/23/1997
20327,6472,2,24.98,1997,1,25,1/25/1997
20328,6473,2,30.76,1997,1,25,1/25/1997
20329,6474,3,41.93,1997,1,25,1/25/1997
20330,6474,3,45.68,1997,3,5,3/5/1997
20331,6475,1,21.7,1997,1,25,1/25/1997
20332,6475,2,29.76,1997,4,22,4/22/1997
20333,6475,1,12.97,1997,4,30,4/30/1997
20334,6476,2,19.98,1997,1,25,1/25/1997
20335,6477,1,11.97,1997,1,25,1/25/1997
20336,6478,3,20.53,1997,1,25,1/25/1997
20337,6479,4,49.96,1997,1,25,1/25/1997
20338,6479,3,37.47,1997,1,26,1/26/1997
20339,6479,1,36.69,1997,6,28,6/28/1997
20340,6480,1,31.99,1997,1,25,1/25/1997
20341,6481,2,34.75,1997,1,25,1/25/1997
20342,6482,12,159.49,1997,2,13,2/13/1997
20343,6482,6,80.21,1997,7,13,7/13/1997
20344,6482,3,32.93,1997,8,21,8/21/1997
20345,6482,5,36.45,1997,11,27,11/27/1997
20346,6482,1,12.99,1997,12,5,12/5/1997
20347,6482,7,104.43,1998,3,3,3/3/1998
20348,6482,2,25.48,1998,3,14,3/14/1998
20349,6482,7,82.32,1998,5,17,5/17/1998
20350,6482,2,25.98,1998,5,20,5/20/1998
20351,6482,7,92.82,1998,5,20,5/20/1998
20352,6482,6,77.94,1998,6,16,6/16/1998
20353,6483,5,70.24,1997,1,25,1/25/1997
20354,6484,1,15.36,1997,1,25,1/25/1997
20355,6484,2,28.48,1998,3,7,3/7/1998
20356,6485,1,19.99,1997,1,25,1/25/1997
20357,6485,1,12.77,1997,2,17,2/17/1997
20358,6486,3,40.91,1997,1,25,1/25/1997
20359,6487,1,14.96,1997,2,1,2/1/1997
20360,6487,1,15.49,1998,1,25,1/25/1998
20361,6487,3,40.4,1998,3,30,3/30/1998
20362,6488,5,73.05,1997,1,26,1/26/1997
20363,6488,1,14.99,1997,2,2,2/2/1997
20364,6489,4,50.48,1997,1,26,1/26/1997
20365,6489,3,45.68,1997,7,21,7/21/1997
20366,6489,3,35.97,1997,10,14,10/14/1997
20367,6489,1,11.49,1998,3,29,3/29/1998
20368,6489,1,9.99,1998,5,9,5/9/1998
20369,6490,1,15.36,1997,1,25,1/25/1997
20370,6491,2,26.14,1997,1,25,1/25/1997
20371,6491,3,53.11,1997,2,10,2/10/1997
20372,6491,4,48.96,1997,12,13,12/13/1997
20373,6492,2,74.14,1997,1,25,1/25/1997
20374,6492,1,26.77,1997,8,2,8/2/1997
20375,6492,2,18.98,1998,5,29,5/29/1998
20376,6493,1,14.37,1997,1,25,1/25/1997
20377,6493,2,28.98,1997,12,14,12/14/1997
20378,6494,3,38.53,1997,1,26,1/26/1997
20379,6494,1,14.96,1997,1,27,1/27/1997
20380,6494,5,65.23,1997,3,1,3/1/1997
20381,6494,1,20.97,1997,6,22,6/22/1997
20382,6494,7,67.63,1997,8,9,8/9/1997
20383,6494,1,14.99,1997,11,10,11/10/1997
20384,6494,3,48.47,1997,12,14,12/14/1997
20385,6494,2,43.48,1998,1,18,1/18/1998
20386,6494,3,39.25,1998,3,22,3/22/1998
20387,6494,2,29.98,1998,3,22,3/22/1998
20388,6494,1,18.49,1998,5,6,5/6/1998
20389,6494,5,43.49,1998,5,22,5/22/1998
20390,6495,1,19.99,1997,1,28,1/28/1997
20391,6495,1,17.76,1997,3,25,3/25/1997
20392,6496,1,13.9,1997,1,25,1/25/1997
20393,6496,1,7.98,1997,6,18,6/18/1997
20394,6496,2,24.56,1997,7,4,7/4/1997
20395,6496,1,9.98,1997,7,18,7/18/1997
20396,6496,1,9.99,1997,9,12,9/12/1997
20397,6496,2,19.98,1997,11,27,11/27/1997
20398,6496,3,40.47,1998,1,18,1/18/1998
20399,6497,2,20.76,1997,3,24,3/24/1997
20400,6497,2,18.98,1997,10,16,10/16/1997
20401,6497,1,2.99,1998,1,26,1/26/1998
20402,6498,1,13.97,1997,1,26,1/26/1997
20403,6499,9,119.12,1997,1,26,1/26/1997
20404,6499,7,98.78,1997,2,7,2/7/1997
20405,6499,4,62.48,1997,6,6,6/6/1997
20406,6499,1,11.49,1997,11,21,11/21/1997
20407,6499,5,68.45,1998,1,18,1/18/1998
20408,6500,2,23.54,1997,1,26,1/26/1997
20409,6500,7,83.97,1997,1,26,1/26/1997
20410,6500,7,98.78,1997,2,11,2/11/1997
20411,6500,9,129.89,1997,4,20,4/20/1997
20412,6500,3,41.69,1997,6,15,6/15/1997
20413,6500,2,26.98,1997,9,22,9/22/1997
20414,6500,4,60.96,1998,2,6,2/6/1998
20415,6500,7,89.2,1998,4,17,4/17/1998
20416,6500,3,36.47,1998,5,10,5/10/1998
20417,6500,3,40.97,1998,6,20,6/20/1998
20418,6501,4,75.63,1997,1,26,1/26/1997
20419,6501,2,25.98,1998,3,6,3/6/1998
20420,6502,1,14.37,1997,1,26,1/26/1997
20421,6503,1,12.49,1997,1,26,1/26/1997
20422,6504,1,24.99,1997,1,26,1/26/1997
20423,6505,1,14.37,1997,1,26,1/26/1997
20424,6505,1,13.97,1997,2,4,2/4/1997
20425,6506,3,38.5,1997,1,26,1/26/1997
20426,6507,5,58.73,1997,1,26,1/26/1997
20427,6508,2,17.96,1997,1,26,1/26/1997
20428,6508,2,25.74,1997,2,3,2/3/1997
20429,6508,6,79.09,1997,4,23,4/23/1997
20430,6508,1,15.36,1997,6,21,6/21/1997
20431,6508,1,9.49,1998,5,21,5/21/1998
20432,6509,1,12.77,1997,1,26,1/26/1997
20433,6510,1,9.77,1997,1,26,1/26/1997
20434,6510,1,9.98,1997,4,14,4/14/1997
20435,6510,1,10.98,1997,4,18,4/18/1997
20436,6510,1,14.78,1997,5,11,5/11/1997
20437,6510,1,13.38,1997,5,20,5/20/1997
20438,6511,2,42.95,1997,1,26,1/26/1997
20439,6512,1,14.96,1997,1,26,1/26/1997
20440,6513,3,43.3,1997,1,26,1/26/1997
20441,6514,1,21.97,1997,1,26,1/26/1997
20442,6515,2,77.76,1997,1,26,1/26/1997
20443,6515,2,42.02,1997,6,23,6/23/1997
20444,6515,1,29.99,1998,2,7,2/7/1998
20445,6515,1,13.99,1998,3,9,3/9/1998
20446,6515,1,12.49,1998,5,20,5/20/1998
20447,6516,2,21.74,1997,1,26,1/26/1997
20448,6517,2,26.13,1997,1,26,1/26/1997
20449,6518,2,39.48,1997,1,26,1/26/1997
20450,6519,1,14.77,1997,1,26,1/26/1997
20451,6519,2,45.33,1997,3,7,3/7/1997
20452,6520,2,17.54,1997,1,27,1/27/1997
20453,6521,2,27.35,1997,1,26,1/26/1997
20454,6521,1,11.77,1997,3,29,3/29/1997
20455,6521,1,11.77,1997,7,19,7/19/1997
20456,6521,1,12.99,1997,11,30,11/30/1997
20457,6521,3,50.97,1997,12,7,12/7/1997
20458,6521,1,13.99,1997,12,8,12/8/1997
20459,6521,1,9.49,1998,2,8,2/8/1998
20460,6521,1,11.49,1998,4,16,4/16/1998
20461,6521,2,18.98,1998,5,30,5/30/1998
20462,6522,2,20.67,1997,1,30,1/30/1997
20463,6523,1,9.98,1997,1,26,1/26/1997
20464,6524,1,14.37,1997,1,26,1/26/1997
20465,6525,4,40.74,1997,1,26,1/26/1997
20466,6525,1,9.99,1997,9,25,9/25/1997
20467,6526,4,47.02,1997,1,26,1/26/1997
20468,6526,1,13.97,1997,1,27,1/27/1997
20469,6526,1,11.77,1997,2,9,2/9/1997
20470,6526,1,30.99,1997,2,26,2/26/1997
20471,6526,1,12.99,1997,3,16,3/16/1997
20472,6526,1,26.99,1997,3,17,3/17/1997
20473,6526,2,49.98,1997,3,23,3/23/1997
20474,6526,2,39.35,1997,4,22,4/22/1997
20475,6526,2,43.37,1997,5,26,5/26/1997
20476,6526,1,12.25,1997,6,14,6/14/1997
20477,6526,1,21,1997,6,19,6/19/1997
20478,6526,4,100.04,1997,6,24,6/24/1997
20479,6526,1,21,1997,7,7,7/7/1997
20480,6526,3,78.69,1997,8,31,8/31/1997
20481,6526,2,24.98,1997,10,3,10/3/1997
20482,6526,1,35.49,1997,11,20,11/20/1997
20483,6526,3,42.47,1998,1,15,1/15/1998
20484,6526,7,125.43,1998,3,5,3/5/1998
20485,6526,1,31.49,1998,4,2,4/2/1998
20486,6526,1,28.49,1998,4,28,4/28/1998
20487,6526,1,29.99,1998,5,15,5/15/1998
20488,6526,1,39.99,1998,5,18,5/18/1998
20489,6526,1,59.47,1998,6,9,6/9/1998
20490,6526,2,39.48,1998,6,22,6/22/1998
20491,6526,1,22.49,1998,6,22,6/22/1998
20492,6527,1,19.99,1997,1,26,1/26/1997
20493,6528,2,18.95,1997,1,26,1/26/1997
20494,6528,4,35.71,1997,2,2,2/2/1997
20495,6528,1,7.78,1997,2,22,2/22/1997
20496,6529,3,80.91,1997,1,26,1/26/1997
20497,6529,4,59.88,1997,1,30,1/30/1997
20498,6529,3,88.71,1997,2,4,2/4/1997
20499,6529,3,36.91,1997,2,10,2/10/1997
20500,6529,3,41.1,1997,2,16,2/16/1997
20501,6529,3,45.69,1997,3,2,3/2/1997
20502,6529,3,42.33,1997,3,20,3/20/1997
20503,6529,3,45.11,1997,4,12,4/12/1997
20504,6529,3,42.71,1997,5,24,5/24/1997
20505,6529,2,29.33,1997,6,27,6/27/1997
20506,6529,1,24.99,1997,7,17,7/17/1997
20507,6529,3,39.09,1997,7,21,7/21/1997
20508,6529,4,104.47,1997,7,22,7/22/1997
20509,6530,5,75.48,1997,1,26,1/26/1997
20510,6531,1,13.97,1997,1,26,1/26/1997
20511,6532,5,61.45,1997,1,26,1/26/1997
20512,6532,1,27.77,1997,1,26,1/26/1997
20513,6532,5,113.85,1997,8,31,8/31/1997
20514,6533,1,14.99,1997,1,26,1/26/1997
20515,6534,3,20.37,1997,1,26,1/26/1997
20516,6535,2,26.14,1997,1,26,1/26/1997
20517,6536,1,15.36,1997,2,26,2/26/1997
20518,6537,4,59.26,1997,1,26,1/26/1997
20519,6538,3,38.53,1997,1,26,1/26/1997
20520,6539,10,135.7,1997,1,26,1/26/1997
20521,6540,2,29.75,1997,1,26,1/26/1997
20522,6541,1,38.99,1997,1,26,1/26/1997
20523,6541,2,19.94,1997,3,21,3/21/1997
20524,6541,2,29.92,1997,4,6,4/6/1997
20525,6541,1,16.65,1997,8,6,8/6/1997
20526,6541,1,12.99,1997,9,28,9/28/1997
20527,6541,2,28.98,1997,11,17,11/17/1997
20528,6541,1,14.99,1997,11,23,11/23/1997
20529,6541,1,14.99,1998,2,16,2/16/1998
20530,6541,3,41.47,1998,2,22,2/22/1998
20531,6542,3,45.71,1997,1,26,1/26/1997
20532,6542,2,34.98,1997,3,22,3/22/1997
20533,6543,3,54.32,1997,1,26,1/26/1997
20534,6543,1,13.97,1997,7,9,7/9/1997
20535,6543,1,15.36,1997,7,15,7/15/1997
20536,6543,1,19.99,1997,7,29,7/29/1997
20537,6543,3,39.47,1997,11,9,11/9/1997
20538,6543,1,13.99,1997,11,28,11/28/1997
20539,6543,2,17.98,1997,12,28,12/28/1997
20540,6544,1,11.77,1997,1,26,1/26/1997
20541,6545,1,10.77,1997,1,26,1/26/1997
20542,6545,2,35.48,1998,3,23,3/23/1998
20543,6546,1,14.96,1997,1,26,1/26/1997
20544,6546,2,21.75,1997,4,18,4/18/1997
20545,6546,3,42.2,1997,8,12,8/12/1997
20546,6546,4,46.96,1998,1,12,1/12/1998
20547,6546,3,44.86,1998,5,13,5/13/1998
20548,6547,1,15.96,1997,1,26,1/26/1997
20549,6548,2,31.76,1997,1,26,1/26/1997
20550,6549,1,10.99,1997,1,26,1/26/1997
20551,6550,6,59.82,1997,1,26,1/26/1997
20552,6551,1,14.96,1997,1,26,1/26/1997
20553,6552,2,35.54,1997,1,26,1/26/1997
20554,6552,1,14.99,1997,10,5,10/5/1997
20555,6553,1,12.97,1997,1,26,1/26/1997
20556,6554,1,12.97,1997,1,26,1/26/1997
20557,6555,5,84.45,1997,1,26,1/26/1997
20558,6555,8,107.54,1997,2,12,2/12/1997
20559,6556,4,50.67,1997,1,26,1/26/1997
20560,6557,1,11.97,1997,1,26,1/26/1997
20561,6557,10,121.9,1997,9,20,9/20/1997
20562,6558,3,69.5,1997,1,26,1/26/1997
20563,6558,1,14.79,1997,2,3,2/3/1997
20564,6558,2,20.94,1997,2,7,2/7/1997
20565,6558,1,58.77,1997,7,27,7/27/1997
20566,6558,3,43.47,1997,11,8,11/8/1997
20567,6558,1,15.49,1998,4,3,4/3/1998
20568,6558,1,15.49,1998,4,6,4/6/1998
20569,6559,2,19.95,1997,1,26,1/26/1997
20570,6559,1,19.99,1997,3,22,3/22/1997
20571,6560,1,11.77,1997,1,26,1/26/1997
20572,6560,3,44.69,1997,3,8,3/8/1997
20573,6561,1,15.36,1997,1,26,1/26/1997
20574,6562,1,12.97,1997,1,26,1/26/1997
20575,6562,3,38.5,1997,5,29,5/29/1997
20576,6562,3,62.47,1997,10,26,10/26/1997
20577,6562,1,11.99,1997,11,4,11/4/1997
20578,6562,5,68.45,1997,12,13,12/13/1997
20579,6562,3,43.47,1997,12,20,12/20/1997
20580,6562,1,13.99,1997,12,21,12/21/1997
20581,6562,1,11.49,1998,1,3,1/3/1998
20582,6562,2,27.87,1998,1,17,1/17/1998
20583,6562,5,47.51,1998,3,5,3/5/1998
20584,6562,2,26.87,1998,4,12,4/12/1998
20585,6562,2,39.48,1998,5,21,5/21/1998
20586,6562,1,9.49,1998,6,13,6/13/1998
20587,6563,1,12.97,1997,1,28,1/28/1997
20588,6563,1,13.77,1997,8,17,8/17/1997
20589,6563,1,11.77,1997,8,17,8/17/1997
20590,6564,1,15.36,1997,1,26,1/26/1997
20591,6564,1,12.49,1997,3,24,3/24/1997
20592,6564,5,64.44,1998,6,1,6/1/1998
20593,6565,3,35.04,1997,2,7,2/7/1997
20594,6566,1,9.77,1997,1,26,1/26/1997
20595,6566,1,11.77,1997,2,8,2/8/1997
20596,6566,1,21.97,1997,3,6,3/6/1997
20597,6566,2,57.54,1997,5,6,5/6/1997
20598,6567,1,16.36,1997,1,26,1/26/1997
20599,6567,2,27.94,1997,6,16,6/16/1997
20600,6567,3,33.54,1998,4,23,4/23/1998
20601,6567,1,11.88,1998,5,7,5/7/1998
20602,6568,2,39.98,1997,1,26,1/26/1997
20603,6568,4,69.67,1997,6,27,6/27/1997
20604,6568,2,38.98,1998,2,15,2/15/1998
20605,6569,4,48.08,1997,1,26,1/26/1997
20606,6569,3,33.72,1997,1,30,1/30/1997
20607,6569,4,60.45,1997,2,14,2/14/1997
20608,6569,4,59.65,1997,2,14,2/14/1997
20609,6569,4,53.46,1997,2,27,2/27/1997
20610,6569,4,61.85,1997,2,27,2/27/1997
20611,6569,4,54.66,1997,3,6,3/6/1997
20612,6569,6,87.58,1997,3,6,3/6/1997
20613,6569,3,52.7,1997,3,20,3/20/1997
20614,6569,6,79.39,1997,3,26,3/26/1997
20615,6569,12,174.82,1997,4,24,4/24/1997
20616,6569,4,61.68,1997,4,24,4/24/1997
20617,6569,1,13.97,1997,5,8,5/8/1997
20618,6569,6,91.79,1997,5,11,5/11/1997
20619,6569,3,44.88,1997,5,21,5/21/1997
20620,6569,5,78.62,1997,5,25,5/25/1997
20621,6569,3,51.12,1997,6,8,6/8/1997
20622,6569,3,120.7,1997,7,8,7/8/1997
20623,6569,3,43.52,1997,8,3,8/3/1997
20624,6569,4,103.48,1997,8,3,8/3/1997
20625,6569,6,90.22,1997,8,3,8/3/1997
20626,6569,7,94.93,1997,9,12,9/12/1997
20627,6569,5,74.45,1997,9,23,9/23/1997
20628,6569,4,180.96,1997,10,10,10/10/1997
20629,6569,8,215.42,1997,10,15,10/15/1997
20630,6569,3,50.97,1997,10,29,10/29/1997
20631,6569,14,232.86,1997,11,3,11/3/1997
20632,6569,12,187.88,1997,11,18,11/18/1997
20633,6569,9,159.41,1997,11,25,11/25/1997
20634,6569,13,188.87,1998,1,15,1/15/1998
20635,6569,18,221.32,1998,1,27,1/27/1998
20636,6569,15,259.35,1998,2,10,2/10/1998
20637,6569,8,100.81,1998,2,19,2/19/1998
20638,6569,8,98.4,1998,3,3,3/3/1998
20639,6569,18,218.98,1998,3,12,3/12/1998
20640,6569,15,161.35,1998,3,24,3/24/1998
20641,6569,11,149.28,1998,4,12,4/12/1998
20642,6569,13,224.1,1998,4,28,4/28/1998
20643,6569,8,92.31,1998,5,15,5/15/1998
20644,6569,13,182.46,1998,5,28,5/28/1998
20645,6569,15,189.11,1998,6,9,6/9/1998
20646,6569,13,218.44,1998,6,23,6/23/1998
20647,6570,1,11.77,1997,1,26,1/26/1997
20648,6571,3,46.08,1997,1,26,1/26/1997
20649,6572,1,12.49,1997,1,26,1/26/1997
20650,6573,2,30.15,1997,1,26,1/26/1997
20651,6574,1,15.76,1997,1,26,1/26/1997
20652,6575,1,29.99,1997,2,18,2/18/1997
20653,6576,1,14.96,1997,1,26,1/26/1997
20654,6576,2,28.14,1997,3,29,3/29/1997
20655,6576,1,13.97,1997,4,8,4/8/1997
20656,6576,1,14.96,1997,4,13,4/13/1997
20657,6576,4,55.66,1997,4,20,4/20/1997
20658,6576,2,26.73,1997,5,17,5/17/1997
20659,6576,1,14.96,1997,6,16,6/16/1997
20660,6576,4,54.96,1997,10,22,10/22/1997
20661,6576,3,43.47,1997,11,16,11/16/1997
20662,6576,3,38.25,1998,4,17,4/17/1998
20663,6576,3,36.36,1998,5,24,5/24/1998
20664,6577,2,24.94,1997,1,26,1/26/1997
20665,6577,1,13.97,1997,3,22,3/22/1997
20666,6577,1,15.96,1997,5,10,5/10/1997
20667,6577,2,26.73,1997,7,26,7/26/1997
20668,6577,1,12.99,1997,9,14,9/14/1997
20669,6577,1,12.99,1997,10,12,10/12/1997
20670,6577,1,12.99,1998,2,7,2/7/1998
20671,6577,2,28.07,1998,4,19,4/19/1998
20672,6578,3,46.28,1997,1,26,1/26/1997
20673,6578,3,39.1,1997,3,23,3/23/1997
20674,6579,1,27.77,1997,1,26,1/26/1997
20675,6579,1,13.97,1997,7,12,7/12/1997
20676,6580,1,27.77,1997,1,26,1/26/1997
20677,6580,1,15.36,1997,1,29,1/29/1997
20678,6581,1,23.99,1997,1,26,1/26/1997
20679,6581,2,28.74,1997,4,18,4/18/1997
20680,6581,4,57.06,1997,7,27,7/27/1997
20681,6581,4,47.96,1997,10,22,10/22/1997
20682,6582,2,34.94,1997,1,26,1/26/1997
20683,6583,1,13.97,1997,1,26,1/26/1997
20684,6583,1,15.36,1997,6,24,6/24/1997
20685,6584,1,13.77,1997,1,26,1/26/1997
20686,6585,6,82.02,1997,1,27,1/27/1997
20687,6586,1,12.49,1997,1,26,1/26/1997
20688,6586,1,12.49,1997,3,8,3/8/1997
20689,6587,2,27.13,1997,1,26,1/26/1997
20690,6588,2,33.96,1997,1,26,1/26/1997
20691,6588,2,34.36,1997,2,13,2/13/1997
20692,6588,1,15.49,1998,3,7,3/7/1998
20693,6589,2,27.13,1997,1,26,1/26/1997
20694,6589,2,29.33,1997,5,18,5/18/1997
20695,6589,2,26.73,1997,6,21,6/21/1997
20696,6590,2,29.75,1997,1,26,1/26/1997
20697,6590,7,104.58,1997,2,14,2/14/1997
20698,6591,1,9.97,1997,1,26,1/26/1997
20699,6591,1,12.97,1997,1,27,1/27/1997
20700,6591,3,42.7,1997,2,7,2/7/1997
20701,6591,3,42.7,1997,3,26,3/26/1997
20702,6591,3,40.23,1997,4,30,4/30/1997
20703,6591,2,29.33,1997,5,20,5/20/1997
20704,6591,3,44.29,1997,6,16,6/16/1997
20705,6591,4,51.96,1997,9,10,9/10/1997
20706,6591,4,51.96,1997,11,25,11/25/1997
20707,6591,1,12.99,1997,12,3,12/3/1997
20708,6591,1,16.99,1998,6,14,6/14/1998
20709,6591,1,14.99,1998,6,25,6/25/1998
20710,6592,3,39.97,1997,1,26,1/26/1997
20711,6593,2,29.58,1997,1,26,1/26/1997
20712,6594,6,121.68,1997,1,26,1/26/1997
20713,6594,5,74.18,1997,3,10,3/10/1997
20714,6595,1,9.97,1997,2,9,2/9/1997
20715,6596,3,41.12,1997,1,26,1/26/1997
20716,6596,1,12.97,1997,2,5,2/5/1997
20717,6596,1,19.3,1997,2,8,2/8/1997
20718,6596,2,25.98,1998,1,1,1/1/1998
20719,6596,1,12.99,1998,5,3,5/3/1998
20720,6596,1,15.99,1998,6,22,6/22/1998
20721,6597,2,29.33,1997,1,26,1/26/1997
20722,6598,3,41.68,1997,1,26,1/26/1997
20723,6598,1,16.7,1997,2,25,2/25/1997
20724,6598,2,27.68,1997,6,26,6/26/1997
